Start	End	Direction	Weight
ACTB	COL4A4	1	1
ACTB	COL4A5	1	1
ACTB	COL4A6	1	1
ACTB	COL5A1	1	1
ACTB	COL5A2	1	1
ACTB	COL5A3	1	1
ACTB	COL6A1	1	1
ACTB	COL6A2	1	1
ACTB	COL6A3	1	1
ACTB	COL7A1	1	1
ACTB	COL8A1	1	1
ACTB	COL8A2	1	1
ACTB	COL9A1	1	1
ACTB	COL9A2	1	1
ACTB	COL9A3	1	1
ACTB	CTNNA1	1	1
ACTB	CTNNA2	1	1
ACTB	CTNNA3	1	1
ACTB	CTNNB1	1	1
ACTB	DIAPH1	1	1
ACTB	DKFZP666O0110	1	1
ACTB	DKFZP686A08248	1	1
ACTB	DKFZP686A1668	1	1
ACTB	DKFZP686B18150	1	1
ACTB	DKFZP686N21130	1	1
ACTB	DKFZP686O13149	1	1
ACTB	DKFZP779C1668	1	1
ACTB	DKFZP781B1340	1	1
ACTB	EZR	1	1
ACTB	FLNA	1	1
ACTB	FLNB	1	1
ACTB	FLNC	1	1
ACTB	FN1	1	1
ACTB	GTF2A1	1	1
ACTB	GTF2B	1	1
ACTB	GTF2E1	1	1
ACTB	GTF2F1	1	1
ACTB	GTF3A	1	1
ACTB	HIP1	1	1
ACTB	HMGB1	1	1
ACTB	HTT	1	1
ACTB	IFT57	1	1
ACTB	IQGAP1	1	1
ACTB	IRF1	1	1
ACTB	IRF2	1	1
ACTB	IRF3	1	1
ACTB	IRF4	1	1
ACTB	IRF5	1	1
ACTB	IRF6	1	1
ACTB	IRF7	1	1
ACTB	ITGA1	1	1
ACTB	ITGA10	1	1
ACTB	ITGA11	1	1
ACTB	ITGA2	1	1
ACTB	ITGA2B	1	1
ACTB	ITGA3	1	1
ACTB	ITGA4	1	1
ACTB	ITGA5	1	1
ACTB	ITGA6	1	1
ACTB	ITGA7	1	1
ACTB	ITGA8	1	1
ACTB	ITGA9	1	1
ACTB	ITGAD	1	1
ACTB	ITGAE	1	1
ACTB	ITGAL	1	1
ACTB	ITGAM	1	1
ACTB	ITGAV	1	1
ACTB	ITGAX	1	1
ACTB	ITGB1	1	1
ACTB	ITGB2	1	1
ACTB	ITGB3	1	1
ACTB	ITGB4	1	1
ACTB	ITGB5	1	1
ACTB	ITGB6	1	1
ACTB	ITGB7	1	1
ACTB	ITGB8	1	1
ACTB	ITGBL1	1	1
ACTB	JUN	1	1
ACTB	JUP	1	1
ACTB	LAMA1	1	1
ACTB	LAMA2	1	1
ACTB	LAMA3	1	1
ACTB	LAMA4	1	1
ACTB	LAMA5	1	1
ACTB	LAMB1	1	1
ACTB	LAMB2	1	1
ACTB	LAMB3	1	1
ACTB	LAMB4	1	1
ACTB	LAMC1	1	1
ACTB	LAMC2	1	1
ACTB	LAMC3	1	1
ACTB	LIMS1	1	1
ACTB	LIMS2	1	1
ACTB	MEGF9	1	1
ACTB	MICALL1	1	1
ACTB	MLLT4	1	1
ACTB	MMP1	1	1
ACTB	MMP12	1	1
ACTB	MMP13	1	1
ACTB	MMP14	1	1
ACTB	MMP15	1	1
ACTB	MMP16	1	1
ACTB	MMP19	1	1
ACTB	MMP2	1	1
ACTB	MMP20	1	1
ACTB	MMP21	1	1
ACTB	MMP23A	1	1
ACTB	MMP24	1	1
ACTB	MMP25	1	1
ACTB	MMP27	1	1
ACTB	MMP28	1	1
ACTB	MMP7	1	1
ACTB	MMP8	1	1
ACTB	MMP9	1	1
ACTB	MRLC3	1	1
ACTB	MSN	1	1
ACTB	MYH1	1	1
ACTB	MYH10	1	1
ACTB	MYH11	1	1
ACTB	MYH13	1	1
ACTB	MYH14	1	1
ACTB	MYH15	1	1
ACTB	MYH16	1	1
ACTB	MYH2	1	1
ACTB	MYH3	1	1
ACTB	MYH4	1	1
ACTB	MYH6	1	1
ACTB	MYH7	1	1
ACTB	MYH7B	1	1
ACTB	MYH8	1	1
ACTB	MYH9	1	1
ACTB	MYL2	1	1
ACTB	MYL5	1	1
ACTB	MYL7	1	1
ACTB	MYL9	1	1
ACTB	MYLC2B	1	1
ACTB	MYLC2PL	1	1
ACTB	MYLPF	1	1
ACTB	MYO15A	1	1
ACTB	MYO16	1	1
ACTB	MYO18A	1	1
ACTB	MYO18B	1	1
ACTB	MYO19	1	1
ACTB	MYO1A	1	1
ACTB	MYO1B	1	1
ACTB	MYO1C	1	1
ACTB	MYO1D	1	1
ACTB	MYO1E	1	1
ACTB	MYO1F	1	1
ACTB	MYO5A	1	1
ACTB	MYO5B	1	1
ACTB	MYO5C	1	1
ACTB	MYO6	1	1
ACTB	MYO7A	1	1
ACTB	MYO7B	1	1
ACTB	MYO9A	1	1
ACTB	MYO9B	1	1
ACTB	NCOA1	1	1
ACTB	NF1	1	1
ACTB	NR3C1	1	1
ACTB	NTN4	1	1
ACTB	PARVA	1	1
ACTB	PARVB	1	1
ACTB	PARVG	1	1
ACTB	PCAF	1	1
ACTB	PFDN1	1	1
ACTB	PFDN2	1	1
ACTB	PFDN4	1	1
ACTB	PFDN5	1	1
ACTB	PFDN6	1	1
ACTB	PFN1	1	1
ACTB	PFN2	1	1
